;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito;result
148;Masculino;comercio;peluqueria;BELEN;3;16.0;8/06/2018;7800000;microempresarial;"Masculino; comercio; peluqueria; BELEN; 3; 16.0; 43259; 7800000; microempresarial"
149;Femenino;Industria;fabrica_de_;la loma oriental;2;60.0;16/12/2016;6890000;microempresarial;"Femenino; Industria; fabrica_de_; la loma oriental; 2; 60.0; 42720; 6890000; microempresarial"
150;Masculino;servicio;barberia;la loma;1;60.0;24/08/2018;$ 7,800,000.00;microempresarial;"Masculino; servicio; barberia; la loma; 1; 60.0; 43336; $ 7,800,000.00; microempresarial"
151;Femenino;servicio;cafe e internet;buenos aires;3;9.0;5/12/2016;6890000;microempresarial;"Femenino; servicio; cafe e internet; buenos aires; 3; 9.0; 42709; 6890000; microempresarial"
152;Femenino;servicio;fabrica de ;castilla;3;5.0;9/02/2017;7377000;microempresarial;"Femenino; servicio; fabrica de ; castilla; 3; 5.0; 42775; 7377000; microempresarial"
153;Masculino;comercio;variedades;barrio caicedo;2;9.0;24/10/2017;7300000;microempresarial;"Masculino; comercio; variedades; barrio caicedo; 2; 9.0; 43032; 7300000; microempresarial"
154;Masculino;industria;fabrica de ;manrique oriental;2;3.0;18/06/2018;$ 4,000,000.00;microempresarial;"Masculino; industria; fabrica de ; manrique oriental; 2; 3.0; 43269; $ 4,000,000.00; microempresarial"
155;Masculino;SERVICIO;peluqueria;robledo;2;7.0;21/02/2018;7000000;microempresarial;"Masculino; SERVICIO; peluqueria; robledo; 2; 7.0; 43152; 7000000; microempresarial"
156;Femenino;servicio;comidas rapidas;florencia;3;5.0;18/10/2018;1500000;microempresarial;"Femenino; servicio; comidas rapidas; florencia; 3; 5.0; 43391; 1500000; microempresarial"
157;Femenino;comercio;comidas rapidas;andalucia;2;2.0;21/06/2018;5000000;microempresarial;"Femenino; comercio; comidas rapidas; andalucia; 2; 2.0; 43272; 5000000; microempresarial"
158;Masculino;servicio;mantenimiento en ;enciso;3;8.0;27/09/2018;7800000;microempresarial;"Masculino; servicio; mantenimiento en ; enciso; 3; 8.0; 43370; 7800000; microempresarial"
159;Masculino;comercio;comidas rapidas;doce de octubre no.1;2;6.0;24/10/2018;4000000;microempresarial;"Masculino; comercio; comidas rapidas; doce de octubre no.1; 2; 6.0; 43397; 4000000; microempresarial"
160;Femenino;industria;fabrica de ;manrique central no. 2;2;3.0;12/06/2019;$ 4,500,000.00;microempresarial;"Femenino; industria; fabrica de ; manrique central no. 2; 2; 3.0; 43628; $ 4,500,000.00; microempresarial"
161;Masculino;industria;fabrica de muebles;cabecera san cristobal;3;60.0;26/10/2018;7800000;microempresarial;"Masculino; industria; fabrica de muebles; cabecera san cristobal; 3; 60.0; 43399; 7800000; microempresarial"
162;Femenino;comercio;comidas rapidas;aranjuez;3;4.0;13/06/2017;4000000;microempresarial;"Femenino; comercio; comidas rapidas; aranjuez; 3; 4.0; 42899; 4000000; microempresarial"
163;Masculino;industria;fabrica_de_alimentos;robledo;3;7.0;1/11/2018;7800000;microempresarial;"Masculino; industria; fabrica_de_alimentos; robledo; 3; 7.0; 43405; 7800000; microempresarial"
164;Femenino;comercio;tienda;robledo;2;7.0;13/02/2017;5000000;microempresarial;"Femenino; comercio; tienda; robledo; 2; 7.0; 42779; 5000000; microempresarial"
165;Femenino;comercio;comidas rapidas;san javier no.1;1;13.0;14/03/2018;7800000;microempresarial;"Femenino; comercio; comidas rapidas; san javier no.1; 1; 13.0; 43173; 7800000; microempresarial"
166;Femenino;servicio;cafe e internet;robledo;1;7.0;24/06/2016;6000000;microempresarial;"Femenino; servicio; cafe e internet; robledo; 1; 7.0; 42545; 6000000; microempresarial"
167;Femenino;industria;fabrica_de_;manrique central no. 1;1;4.0;13/11/2018;$ 2,500,000.00;microempresarial;"Femenino; industria; fabrica_de_; manrique central no. 1; 1; 4.0; 43417; $ 2,500,000.00; microempresarial"
168;Femenino;comercio;legumbreria;manrique central no. 2;2;3.0;14/04/2016;6000000;microempresarial;"Femenino; comercio; legumbreria; manrique central no. 2; 2; 3.0; 42474; 6000000; microempresarial"
169;Masculino;servicio;cafe e internet;buenos aires;3;9.0;6/02/2018;4000000;microempresarial;"Masculino; servicio; cafe e internet; buenos aires; 3; 9.0; 43137; 4000000; microempresarial"
170;Femenino;comercio;variedades;robledo;1;7.0;24/08/2018;7800000;microempresarial;"Femenino; comercio; variedades; robledo; 1; 7.0; 43336; 7800000; microempresarial"
171;Femenino;industria;fabrica de ;la floresta;2;13.0;21/12/2018;5000000;microempresarial;"Femenino; industria; fabrica de ; la floresta; 2; 13.0; 43455; 5000000; microempresarial"
172;Femenino;comercio;variedades;cabecera san antonio ;2;80.0;17/06/2016;6800000;microempresarial;"Femenino; comercio; variedades; cabecera san antonio ; 2; 80.0; 42538; 6800000; microempresarial"
173;Masculino;comercio;panaderia;pedregal alto;3;60.0;4/12/2017;7000000;microempresarial;"Masculino; comercio; panaderia; pedregal alto; 3; 60.0; 43073; 7000000; microempresarial"
174;Masculino;comercio;ferreteria;villa_del_socorro;1;2.0;15/02/2018;7800000;microempresarial;"Masculino; comercio; ferreteria; villa_del_socorro; 1; 2.0; 43146; 7800000; microempresarial"
175;Femenino;comercio;variedades;buenos aires;3;9.0;1/08/2018;1000000;microempresarial;"Femenino; comercio; variedades; buenos aires; 3; 9.0; 43313; 1000000; microempresarial"
176;Femenino;industria;fabrica de ;la_libertad;2;8.0;31/05/2018;7800000;microempresarial;"Femenino; industria; fabrica de ; la_libertad; 2; 8.0; 43251; 7800000; microempresarial"
177;Femenino;comercio;variedades;EL CHAGUALO;3;10.0;25/05/2018;7800000;microempresarial;"Femenino; comercio; variedades; EL CHAGUALO; 3; 10.0; 43245; 7800000; microempresarial"
178;Femenino;comercio;miscelanea;POPULAR;1;1.0;26/10/2016;4000000;microempresarial;"Femenino; comercio; miscelanea; POPULAR; 1; 1.0; 42669; 4000000; microempresarial"
179;Femenino;industria;fabrica de arepas;san javier no.1;3;13.0;15/06/2016;6500000;microempresarial;"Femenino; industria; fabrica de arepas; san javier no.1; 3; 13.0; 42536; 6500000; microempresarial"
180;Femenino;industria;fabrica_de_;aranjuez;2;4.0;22/03/2018;3400000;microempresarial;"Femenino; industria; fabrica_de_; aranjuez; 2; 4.0; 43181; 3400000; microempresarial"
181;Masculino;comercio;comidas rapidas;popular;2;1.0;22/11/2017;4000000;microempresarial;"Masculino; comercio; comidas rapidas; popular; 2; 1.0; 43061; 4000000; microempresarial"
182;Masculino;comercio;tienda;PICACHO;1;6.0;4/05/2018;7000000;microempresarial;"Masculino; comercio; tienda; PICACHO; 1; 6.0; 43224; 7000000; microempresarial"
183;Femenino;industria;fabrica de ;campo valdes no. 1;3;4.0;25/01/2019;5000000;microempresarial;"Femenino; industria; fabrica de ; campo valdes no. 1; 3; 4.0; 43490; 5000000; microempresarial"
184;Femenino;servicio;tienda;enciso;2;8.0;25/04/2017;5000000;microempresarial;"Femenino; servicio; tienda; enciso; 2; 8.0; 42850; 5000000; microempresarial"
185;Femenino;industria;fabrica de ;santa cruz;2;2.0;17/07/2018;7800000;microempresarial;"Femenino; industria; fabrica de ; santa cruz; 2; 2.0; 43298; 7800000; microempresarial"
186;Masculino;industria;fabrica de ;trinidad;3;15.0;19/05/2016;3000000;microempresarial;"Masculino; industria; fabrica de ; trinidad; 3; 15.0; 42509; 3000000; microempresarial"
187;Femenino;comercio;fabrica de arepas;barrio caicedo;2;9.0;20/03/2019;4000000;microempresarial;"Femenino; comercio; fabrica de arepas; barrio caicedo; 2; 9.0; 43544; 4000000; microempresarial"
188;Femenino;industria;fabrica de ;robledo;2;7.0;17/08/2018;5000000;microempresarial;"Femenino; industria; fabrica de ; robledo; 2; 7.0; 43329; 5000000; microempresarial"
189;Femenino;comercio;variedades;el poblado;3;14.0;16/06/2017;7000000;microempresarial;"Femenino; comercio; variedades; el poblado; 3; 14.0; 42902; 7000000; microempresarial"
190;Femenino;comercio;comidas rapidas;santa cruz;2;2.0;3/12/2018;6000000;microempresarial;"Femenino; comercio; comidas rapidas; santa cruz; 2; 2.0; 43437; 6000000; microempresarial"
191;Masculino;comercio;almacen de ropa en ;santa cruz;2;2.0;5/02/2019;8000000;microempresarial;"Masculino; comercio; almacen de ropa en ; santa cruz; 2; 2.0; 43501; 8000000; microempresarial"
192;Femenino;industria;carpinteria;cabecera san antonio ;2;80.0;15/09/2016;6500000;microempresarial;"Femenino; industria; carpinteria; cabecera san antonio ; 2; 80.0; 42628; 6500000; microempresarial"
193;Masculino;servicio;recreativo-educativo;cabecera san cristobal;3;60.0;6/02/2019;7800000;microempresarial;"Masculino; servicio; recreativo-educativo; cabecera san cristobal; 3; 60.0; 43502; 7800000; microempresarial"
194;Femenino;industria;fabrica de ;manrique central no. 1;2;4.0;27/06/2019;8281000;microempresarial;"Femenino; industria; fabrica de ; manrique central no. 1; 2; 4.0; 43643; 8281000; microempresarial"
195;Masculino;industria;fabrica de repuestos ;LA FLORESTA;2;12.0;9/07/2018;7800000;microempresarial;"Masculino; industria; fabrica de repuestos ; LA FLORESTA; 2; 12.0; 43290; 7800000; microempresarial"
196;Femenino;comercio;tienda;la francia;2;2.0;8/04/2019;6000000;microempresarial;"Femenino; comercio; tienda; la francia; 2; 2.0; 43563; 6000000; microempresarial"
197;Femenino;servicio;restaurante;;3;9.0;11/10/2018;4000000;microempresarial;"Femenino; servicio; restaurante; ; 3; 9.0; 43384; 4000000; microempresarial"
198;Masculino;servicio;comidas rapidas;castilla;2;5.0;26/04/2016;6890000;microempresarial;"Masculino; servicio; comidas rapidas; castilla; 2; 5.0; 42486; 6890000; microempresarial"
199;Femenino;servicio;distribuidora de ;san javier no.1;2;13.0;3/04/2017;7000000;microempresarial;"Femenino; servicio; distribuidora de ; san javier no.1; 2; 13.0; 42828; 7000000; microempresarial"
200;Masculino;INDUSTRIA;fabrica de repuestos ;guayabal;3;15.0;29/12/2017;7300000;microempresarial;"Masculino; INDUSTRIA; fabrica de repuestos ; guayabal; 3; 15.0; 43098; 7300000; microempresarial"
201;Femenino;industria;fabrica de ;manrique central no. 1;2;4.0;21/08/2018;3000000;microempresarial;"Femenino; industria; fabrica de ; manrique central no. 1; 2; 4.0; 43333; 3000000; microempresarial"
202;Femenino;comercio;almacen de ropa en ;20 de julio;1;13.0;8/06/2018;2000000;microempresarial;"Femenino; comercio; almacen de ropa en ; 20 de julio; 1; 13.0; 43259; 2000000; microempresarial"
203;Masculino;comercio;Variedades;la milagrosa;3;9.0;9/03/2018;5000000;microempresarial;"Masculino; comercio; Variedades; la milagrosa; 3; 9.0; 43168; 5000000; microempresarial"
204;Femenino;servicio;peluqueria;aranjuez;2;4.0;24/09/2018;7800000;microempresarial;"Femenino; servicio; peluqueria; aranjuez; 2; 4.0; 43367; 7800000; microempresarial"
205;Femenino;servicio;recreativo-educativo;castilla;3;5.0;17/12/2018;7500000;microempresarial;"Femenino; servicio; recreativo-educativo; castilla; 3; 5.0; 43451; 7500000; microempresarial"
206;Masculino;COMERCIO;distribuidora de ;villa hermosa;3;8.0;4/08/2017;7300000;microempresarial;"Masculino; COMERCIO; distribuidora de ; villa hermosa; 3; 8.0; 42951; 7300000; microempresarial"
207;Femenino;comercio;restaurante;manrique central no. 1;2;4.0;27/09/2018;6000000;microempresarial;"Femenino; comercio; restaurante; manrique central no. 1; 2; 4.0; 43370; 6000000; microempresarial"
208;Femenino;comercio;almacen de ropa en ;buenos aires;3;9.0;14/06/2017;$ 7,300,000.00;microempresarial;"Femenino; comercio; almacen de ropa en ; buenos aires; 3; 9.0; 42900; $ 7,300,000.00; microempresarial"
209;Femenino;comercio;taller de electronica;barrio caicedo;1;9.0;14/11/2018;3000000;microempresarial;"Femenino; comercio; taller de electronica; barrio caicedo; 1; 9.0; 43418; 3000000; microempresarial"
210;Femenino;industria;fabrica de ;castilla;3;5.0;4/01/2019;7800000;microempresarial;"Femenino; industria; fabrica de ; castilla; 3; 5.0; 43469; 7800000; microempresarial"
211;Femenino;comercio;variedades;la pradera;2;13.0;10/07/2017;7370000;microempresarial;"Femenino; comercio; variedades; la pradera; 2; 13.0; 42926; 7370000; microempresarial"
212;Masculino;servicio;productos de belleza;robledo;2;4.0;10/07/2018;5000000;microempresarial;"Masculino; servicio; productos de belleza; robledo; 2; 4.0; 43291; 5000000; microempresarial"
213;Femenino;industria;fabrica de muebles;castilla;3;5.0;22/09/2017;4000000;microempresarial;"Femenino; industria; fabrica de muebles; castilla; 3; 5.0; 43000; 4000000; microempresarial"
214;Masculino;INDUSTRIA;fabrica de ;buenos aires;3;9.0;12/06/2019;2500000;microempresarial;"Masculino; INDUSTRIA; fabrica de ; buenos aires; 3; 9.0; 43628; 2500000; microempresarial"
215;Femenino;industria;fabrica de ;san pablo;2;1.0;21/02/2018;1000000;microempresarial;"Femenino; industria; fabrica de ; san pablo; 2; 1.0; 43152; 1000000; microempresarial"
216;Masculino;comercio;almacen de ropa en ;robledo;2;7.0;10/07/2017;7377000;microempresarial;"Masculino; comercio; almacen de ropa en ; robledo; 2; 7.0; 42926; 7377000; microempresarial"
217;Femenino;comercio;tienda;manrique central no. 2;3;3.0;22/05/2019;5000000;microempresarial;"Femenino; comercio; tienda; manrique central no. 2; 3; 3.0; 43607; 5000000; microempresarial"
218;Femenino;comercio;comidas rapidas;robledo;2;7.0;27/01/2017;4000000;microempresarial;"Femenino; comercio; comidas rapidas; robledo; 2; 7.0; 42762; 4000000; microempresarial"
219;Femenino;comercio;variedades;jardin botanico;2;3.0;30/01/2019;4000000;microempresarial;"Femenino; comercio; variedades; jardin botanico; 2; 3.0; 43495; 4000000; microempresarial"
220;Masculino;industria;fabrica de ;manrique oriental;1;3.0;3/10/2018;7800000;microempresarial;"Masculino; industria; fabrica de ; manrique oriental; 1; 3.0; 43376; 7800000; microempresarial"
221;Masculino;servicio;lavanderia;robledo;3;7.0;9/07/2018;7800000;microempresarial;"Masculino; servicio; lavanderia; robledo; 3; 7.0; 43290; 7800000; microempresarial"
222;Femenino;INDUSTRIA;fabrica de ;buenos aires;1;9.0;12/07/2018;4000000;microempresarial;"Femenino; INDUSTRIA; fabrica de ; buenos aires; 1; 9.0; 43293; 4000000; microempresarial"
223;Femenino;comercio;venta de calzado;belen;2;16.0;19/10/2016;4000000;microempresarial;"Femenino; comercio; venta de calzado; belen; 2; 16.0; 42662; 4000000; microempresarial"
224;Masculino;servicio;taller de electronica;san javier no.1;3;13.0;15/02/2019;8122200;microempresarial;"Masculino; servicio; taller de electronica; san javier no.1; 3; 13.0; 43511; 8122200; microempresarial"
225;Masculino;comercio;tienda;manrique central no. 1;3;4.0;10/05/2018;7800000;microempresarial;"Masculino; comercio; tienda; manrique central no. 1; 3; 4.0; 43230; 7800000; microempresarial"
226;Masculino;comercio;papeleria;el salvador;3;9.0;26/04/2019;7000000;microempresarial;"Masculino; comercio; papeleria; el salvador; 3; 9.0; 43581; 7000000; microempresarial"
227;Masculino;comercio;carpinteria;cabecera san cristobal;2;60.0;1/08/2018;3000000;microempresarial;"Masculino; comercio; carpinteria; cabecera san cristobal; 2; 60.0; 43313; 3000000; microempresarial"
228;Masculino;industria;ebanistaria;belencito;2;13.0;4/11/2016;4000000;microempresarial;"Masculino; industria; ebanistaria; belencito; 2; 13.0; 42678; 4000000; microempresarial"
229;Masculino;industria;Fabrica De ;cabecera san cristobal;2;60.0;19/12/2018;4000000;microempresarial;"Masculino; industria; Fabrica De ; cabecera san cristobal; 2; 60.0; 43453; 4000000; microempresarial"
230;Masculino;comercio;tienda;SAN ANTONIO;3;8.0;21/06/2019;4500000;Microempresarial;"Masculino; comercio; tienda; SAN ANTONIO; 3; 8.0; 43637; 4500000; Microempresarial"
231;Femenino;servicio;criadero de animales ;belen;2;16.0;9/03/2017;4000000;microempresarial;"Femenino; servicio; criadero de animales ; belen; 2; 16.0; 42803; 4000000; microempresarial"
232;Femenino;comercio;variedades;miranda;2;4.0;1/02/2018;2000000;microempresarial;"Femenino; comercio; variedades; miranda; 2; 4.0; 43132; 2000000; microempresarial"
233;Femenino;industria;fabrica de ;tejelo;3;5.0;24/04/2017;5000000;microempresarial;"Femenino; industria; fabrica de ; tejelo; 3; 5.0; 42849; 5000000; microempresarial"
234;Masculino;servicio;recreativo-educativo;la esperanza;3;6.0;7/03/2016;6890000;MICROEMPRESARIAL;"Masculino; servicio; recreativo-educativo; la esperanza; 3; 6.0; 42436; 6890000; MICROEMPRESARIAL"
235;Masculino;industria;ebanistaria;belencito;2;13.0;18/05/2018;$ 2,000,000.00;microempresarial;"Masculino; industria; ebanistaria; belencito; 2; 13.0; 43238; $ 2,000,000.00; microempresarial"
236;Femenino;industria;fabrica de ;las esmeraldas;2;4.0;6/03/2018;3000000;microempresarial;"Femenino; industria; fabrica de ; las esmeraldas; 2; 4.0; 43165; 3000000; microempresarial"
237;Femenino;servicio;recreativo-educativo;robledo;2;7.0;19/05/2016;2000000;microempresarial;"Femenino; servicio; recreativo-educativo; robledo; 2; 7.0; 42509; 2000000; microempresarial"
238;Masculino;comercio;comidas rapidas;barrio caicedo;1;9.0;3/10/2018;7500000;microempresarial;"Masculino; comercio; comidas rapidas; barrio caicedo; 1; 9.0; 43376; 7500000; microempresarial"
239;Femenino;;variedades;castilla;3;5.0;21/09/2018;7800000;microempresarial;"Femenino; ; variedades; castilla; 3; 5.0; 43364; 7800000; microempresarial"
240;Masculino;comercio;restaurante;belen;2;16.0;23/02/2017;5000000;microempresarial;"Masculino; comercio; restaurante; belen; 2; 16.0; 42789; 5000000; microempresarial"
241;Masculino;industria;comidas rapidas;moravia;2;4.0;27/06/2018;3500000;microempresarial;"Masculino; industria; comidas rapidas; moravia; 2; 4.0; 43278; 3500000; microempresarial"
242;Masculino;industria;fabrica de productos ;santander;2;6.0;18/08/2017;7377000;microempresarial;"Masculino; industria; fabrica de productos ; santander; 2; 6.0; 42965; 7377000; microempresarial"
243;Masculino;industria;panaderia;castilla;2;5.0;16/05/2017;$ 7,370,000.00;microempresarial;"Masculino; industria; panaderia; castilla; 2; 5.0; 42871; $ 7,370,000.00; microempresarial"
244;Femenino;comercio;variedades;buenos aires;3;9.0;15/02/2017;$ 6,800,000.00;microempresarial;"Femenino; comercio; variedades; buenos aires; 3; 9.0; 42781; $ 6,800,000.00; microempresarial"
245;Masculino;Industria;fabrica de ;campo valdes no. 1;2;4.0;7/03/2018;6000000;microempresarial;"Masculino; Industria; fabrica de ; campo valdes no. 1; 2; 4.0; 43166; 6000000; microempresarial"
